Predicted Values
210.47296
175.44183
290.3146
37.01347
136.45029
226.31175
1.7765948
127.71957
186.3416
36.476498
25.590965
120.163445
98.508896
219.95067
232.27585
14.215
152.1771
38.644238
293.72864
207.37407
103.077286
196.18466
215.34569
66.70699
121.75594
63.221943
277.7115
31.159641
199.4833
165.44084
234.86966
218.98601
214.98305
294.676
281.51434
214.04842
266.33414
210.47296
268.96353
269.0934
97.818535
25.213312
273.61404
62.01874
242.97418
133.18907
232.69423
122.63372
291.08957
287.24463
151.34584
98.63856
190.80402
213.90027
229.80043
230.30435
298.1542
24.025225
225.19588
268.96353
77.378006
219.902
155.23605
268.85666
226.09444
130.78217
-3.2046223
219.9357
287.08176
205.97043
123.759476
108.8698
97.458145
136.45029
165.10687
161.22913
212.39586
105.97185
203.5248
175.28326
297.76767
210.47296
216.11092
126.94028
123.65644
183.39262
198.45308
41.024242
22.525318
187.50708
24.093063
230.67725
186.77922
285.4265
156.16127
272.22845
296.7284
188.80849
116.93345
230.84067
200.525
176.65369
186.42201
275.12442
246.08672
238.9096
273.62057
249.4526
184.21988
299.3707
247.7025
4.2070065
214.84985
7.0370703
131.1186
285.40067
244.6722
206.68861
198.02142
152.65901
165.37941
19.438677
150.09102
115.51549
171.5876
156.15721
182.75444
290.20517
240.65573
37.69874
229.6734
253.74197
234.63031
232.79651
156.15317
234.48764
128.06284
152.18764
226.9356
110.89599
213.57265
25.590965
282.7101
1.6783807
161.98834
229.76414
227.03699
291.07404
206.66258
102.34825
196.18466
311.8151
307.02142
206.67235
195.03436
196.96674
294.62033
196.19191
268.88718
117.42314
260.1172
234.18753
111.103676
214.50601
211.32031
254.71446
170.53452
173.36655
151.63214
247.58539
262.29935
280.8249
319.1204
228.64836
229.81131
162.18137
333.7195
233.74911
186.01656
198.17871
245.6134
243.41287
278.04388
23.447975
141.0736
281.01733
268.93298
370.9118
105.28561
99.03715
156.14911
18.355553
276.54968
220.13791
192.01077
285.43015
301.1085
149.80937
287.05075
258.95865
90.49237
220.13791
175.40149
188.00436
105.97185
272.49484
244.59328
92.015144
202.84894
186.42201
163.85005
362.55856
199.38155
166.82532
5.10533
260.6355
284.02374
284.179
306.17508
186.81921
219.9544
170.50713
167.4531
250.36812
275.1359
155.95268
229.78229
157.96237
116.76918
255.84993
64.241875
8.517043
115.65358
268.91772
63.16748
168.0633
130.4498
268.92917
250.22882
253.44208
319.48193
191.97339
3.2084455
24.52717
268.92917
229.53423
148.433
234.8663
233.92935
40.91731
268.9521
243.66713
216.84108
2.7869186
71.77906
352.2824
362.55856
286.02792
290.3029
94.9282
177.04903
23.663326
8.626758
109.23734
113.379105
145.39496
280.8175
283.1361
237.32922
10.821316
170.17172
118.81896
219.9357
221.63748
229.78229
291.01193
268.93298
245.58606
290.29117
306.20276
8.024003
257.2829
144.83244
300.26434
8.465022
5.0940285
164.23611
187.57077
306.20276
207.37004
133.7443
158.6029
266.41547
166.98074
77.340294
60.556652
288.27182
268.91388
121.90668
287.08176
227.20518
80.24247
251.31549
112.891
198.46048
206.66583
280.8138
108.112915
235.36145
287.0197
198.46048
289.85263
176.98239
211.20213
219.92523
211.61397
244.50824
299.55957
36.474983
34.99262
7.497359
229.92453
0.62550205
157.04652
284.4924
164.75674
52.044334
202.19113
70.40709
234.49088
1.3327886
278.38477
284.16135
287.06235
289.85263
311.79102
253.91275
215.29375
182.53183
268.91388
280.3509
362.55856
225.23936
258.4669
210.26967
219.92073
33.71833
152.41727
104.03032
144.67125
0.62423515
240.93663
230.93918
275.13208
329.4864
197.21222
185.7264
189.5319
214.84985
268.9788
203.0466
145.73701
68.22857
11.519929
286.60306
293.64325
8.497889
167.77438
186.01656
292.84464
-2.4709177
98.50572
295.89786
253.31645
167.8562
25.590965
0.62518233
108.356285
173.66864
106.29499
265.68427
219.69641
38.734776
216.11093
216.24545
260.1172
179.4237
38.64853
268.79172
128.68243
-2.5061698
254.71027
233.99498
244.12057
219.91321
214.84367
235.94812
229.79315
207.83412
173.66864
133.8655
268.91006
153.88338
212.29381
198.4568
130.32924
-2.3664746
242.97418
129.66383
27.825653
128.20012
20.000805
235.00845
17.475153
185.07733
-2.4945812
158.15085
260.40552
179.41321
152.96613
235.11209
190.34253
95.03333
196.97726
77.8949
227.57452
3.1558294
208.28929
115.51549
291.11676
21.266605
198.47157
154.46948
219.27423
253.42114
184.18108
168.03745
30.660446
77.9002
99.38985
182.62126
169.40569
260.60867
281.7624
234.93024
219.96188
208.71692
198.45308
128.57776
63.410748
286.87238
248.53836
169.85214
208.73785
200.54819
13.708157
42.743813
290.20297
42.894
115.48623
219.90576
247.58539
176.12271
275.10156
213.64174
130.32924
128.09464
211.61397
232.7581
175.11255
154.71877
170.51007
229.75323
198.46417
344.8915
75.792564
229.69159
174.30937
287.03912
156.32715
132.09612
206.66258
207.95499
198.17871
219.9282
181.37164
161.22913
266.93805
134.7558
115.54873
133.61414
242.97418
190.34253
213.49051
178.98094
202.19113
230.6808
119.57375
251.41368
266.927
247.80203
126.89198
212.65414
134.59734
112.891
23.439207
353.3539
165.02676
313.4058
128.20012
184.28198
229.17236
133.69566
212.39325
187.6965
11.355408
289.83368
280.81012
266.3156
198.46048
197.37878
278.75565
211.37878
25.399782
352.27386
215.29375
268.94446
154.74994
293.35876
268.97498
285.30118
34.843002
153.88338
318.21133
141.62976
199.38905
287.06235
236.28886
291.08182
176.48071
192.30109
333.96146
280.8249
210.62392
191.09969
154.02072
199.38155
287.03522
156.16127
18.156202
188.64616
225.1385
280.8249
283.89676
261.24734
122.63372
167.2248
222.80515
193.83716
27.827627
99.38985
256.18668
244.55463
236.6886
192.68248
155.10063
106.59713
256.0737
201.61148
20.304535
204.05165
187.89713
201.83638
-2.4819121
156.58195
12.385535
0.62518233
8.785288
262.3026
225.79555
187.90282
276.5424
287.06622
212.19467
173.08841
188.17172
5.4951315
253.27829
-2.4749298
281.34903
268.96738
235.8747
169.671
4.1271505
181.96808
249.47823
262.30307
143.79639
221.54552
280.7842
219.91695
237.92117
117.22067
216.35202
91.62556
78.69205
250.9813
251.03076
258.91718
259.09543
204.4782
191.23505
179.56712
227.74951
192.1925
53.55935
