Predicted Values
287.6161
268.89862
19.770716
292.54825
290.3107
262.29562
-2.4645596
247.58539
114.462814
23.44469
231.08232
289.89432
151.34584
181.88063
214.66444
257.32684
110.4378
294.91116
2.5657153
250.22498
175.25003
186.33807
2.974134
226.40857
93.10006
287.09335
19.17552
222.62975
133.61414
133.61414
301.6317
123.65644
238.44267
130.09665
177.72702
254.71805
124.23106
333.6558
222.82722
176.40704
191.23505
230.56628
219.93196
152.49512
254.68462
49.164867
71.73252
106.59713
153.40648
281.47678
281.34152
33.455853
206.68536
156.15317
287.02356
152.74503
291.08182
85.33092
213.19342
292.83337
232.79651
204.85803
181.7714
198.24432
55.7024
258.73193
214.95705
104.19912
11.248938
354.10938
268.9406
222.21173
268.96353
285.4044
275.12827
293.64325
63.650772
271.55072
268.90244
188.65178
71.79975
20.502602
149.76955
219.41382
173.32292
20.580013
339.077
41.469658
209.86423
174.35367
287.05847
182.51688
188.65741
160.17856
192.65536
156.96536
255.08405
225.77444
281.797
204.0381
294.82654
19.496939
207.0115
291.11676
228.82065
92.015144
229.01677
183.06418
91.63863
149.78171
218.73143
219.93942
45.25446
193.7329
129.29749
206.66907
128.20699
177.98561
134.31152
113.39231
97.458145
200.90231
77.9002
238.06763
242.97418
197.93077
206.67235
234.91351
25.701939
116.76918
1.7810631
230.1091
230.79176
206.87125
268.92154
127.71957
167.61452
198.4568
284.32367
281.3453
111.10022
252.05212
262.29935
276.7387
3.11661
144.50497
183.93173
17.187185
110.14265
156.15721
225.7745
229.79678
152.93365
156.15721
212.19167
114.462814
206.67886
149.75739
206.66583
190.72252
284.31308
242.05418
253.31645
46.229813
275.03293
26.277246
247.14197
-5.0676227
25.590965
268.891
232.6385
20.93538
156.15317
230.92969
247.13824
124.76772
129.70256
333.95728
236.6886
275.12442
67.277054
203.62279
7.7492504
287.1903
280.81012
235.64255
203.26938
113.576706
136.10701
25.594727
28.156536
37.778656
27.827627
266.42294
268.9788
129.70256
8.859864
106.303474
224.96532
291.01193
206.67886
255.66174
212.16537
174.37943
104.03032
71.804924
183.39816
214.19772
179.19952
284.14725
16.06491
171.35974
131.34274
115.26027
256.73837
286.87625
177.75592
311.79102
109.71465
272.77512
110.776054
133.69566
221.66187
1.8980025
206.66583
-1.0385631
12.45206
153.88338
156.1853
185.16928
268.95972
287.06235
133.78781
299.63205
-3.023724
287.07013
170.50713
285.43387
199.3958
254.68462
63.37295
149.76347
156.05203
166.4151
306.24115
115.50057
286.8026
105.30346
211.2095
234.02472
268.91772
219.93942
124.30332
27.83546
243.67401
259.59366
142.44144
215.29721
37.11538
179.49368
179.58226
232.69423
234.0934
247.59491
258.93033
275.1359
3.0346131
23.579775
234.03235
0.6245549
105.30346
212.66362
243.72235
275.20453
83.419334
200.0229
196.97726
247.59491
146.91422
144.32788
229.49521
-2.4244156
238.10028
207.65118
126.07245
219.91321
267.69568
207.482
287.00418
196.725
305.92188
149.19432
191.97339
186.48718
76.79744
110.89599
152.49512
287.06622
197.47049
252.66248
262.28845
91.940765
128.28839
10.486541
292.54825
287.0895
224.3901
237.2384
24.064234
187.1158
333.96146
206.68861
0.624867
230.78029
3.8751774
198.45308
175.25504
63.339375
250.4777
212.81216
260.1172
198.45308
230.0581
90.48761
136.86395
287.05075
204.05165
190.3462
145.73701
23.41666
232.93076
359.0511
212.71477
168.15489
