Sequence,Step,SourceID,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TotalTime,LSTM_Predicted_Increment,LSTM_Predicted_Cumulative,Increment_MAE_Transformer,Increment_MAE_LSTM,Increment_Improvement_Pct,Cumulative_MAE_Transformer,Cumulative_MAE_LSTM,Cumulative_Improvement_Pct
0,1,MRI_MSR_104,0.0051282058,1.5743592,3.1487184,40.0,40.0,,1.6754158,1.6754158,38.4256408,38.32458424568176,0.2629925024392405,36.8512816,38.32458424568176,-3.997968541972669
0,2,MRI_FRR_2,0.07692308,23.615385,26.764103,5.0,45.0,,25.131233,26.806648,18.615385,20.13123321533203,-8.142986112465744,18.235897,18.19335174560547,0.23330497202595848
0,3,MRI_FRR_257,0.025641026,7.871795,34.6359,7.0,52.0,,8.377078,35.183727,0.8717949999999997,1.3770780563354492,-57.95893029157655,17.3641,16.816272735595703,3.154941888173285
0,4,MRI_FRR_264,0.056410257,17.31795,51.95385,16.0,68.0,,18.429571,53.613297,1.3179499999999997,2.4295711517333984,-84.34471351215137,16.046149999999997,14.386703491210938,10.341711306382278
0,5,MRI_FRR_264,0.0871795,26.764105,78.71796,9.0,77.0,,28.482067,82.09537,17.764105,19.482067108154297,-9.670974744600395,1.717960000000005,5.095367431640625,-196.5940668956559
0,6,MRI_CCS_11,0.14871795,45.65641,124.37437,6.0,83.0,,48.58705,130.68242,39.65641,42.58705139160156,-7.390082439639799,41.37437,47.68241882324219,-15.246271600612138
0,7,MRI_CCS_11,0.0051282058,1.5743592,125.94872,130.0,213.0,,1.6754158,132.35783,128.4256408,128.32458424568176,0.07868876782605377,87.05128,80.64216613769531,7.362457924001453
0,8,MRI_FRR_257,0.12820514,39.35898,165.30771,1.0,214.0,,41.88539,174.24323,38.35898,40.88539123535156,-6.5862315300134675,48.692290000000014,39.75677490234375,18.350985541358316
0,9,MRI_FRR_264,0.0051282058,1.5743592,166.88206,10.0,224.0,,1.6754158,175.91864,8.4256408,8.324584245681763,1.199393099195937,57.117940000000004,48.08135986328125,15.820913948785186
0,10,MRI_FRR_264,0.06666667,20.466667,187.34872,2.0,226.0,,21.780403,197.69904,18.466667,19.78040313720703,-7.114094477400985,38.651280000000014,28.30096435546875,26.778713782651597
0,11,MRI_FRR_257,0.0051282058,1.5743592,188.92308,7.0,233.0,,1.6754158,199.37445,5.4256408,5.324584245681763,1.8625736211331452,44.07692,33.62554931640625,23.71166289203908
0,12,MRI_FRR_264,0.056410257,17.31795,206.24103,2.0,235.0,,18.429571,217.80402,15.31795,16.4295711517334,-7.256983811367701,28.758970000000005,17.19598388671875,40.206537693391844
0,13,MRI_FRR_3,0.046153847,14.169231,220.41026,46.0,281.0,,15.078741,232.88275,31.830769,30.9212589263916,2.85732987980403,60.589740000000006,48.11724853515625,20.58515429319181
0,14,MRI_MPT_1005,0.07692308,23.615385,244.02565,11.0,292.0,,25.131233,258.01398,12.615385,14.131233215332031,-12.015869633245687,47.97434999999999,33.98602294921875,29.157929290925754
0,15,MRI_FRR_257,0.035897437,11.020514,255.04616,1.0,293.0,,11.727909,269.74188,10.020514,10.727909088134766,-7.059469086463681,37.953840000000014,23.25811767578125,38.71998808083387
0,16,MRI_FRR_264,0.015384616,4.7230773,259.76923,14.0,307.0,,5.026247,274.76813,9.2769227,8.973752975463867,3.267998821809013,47.23077000000001,32.23187255859375,31.756622730068244
0,17,MRI_EXU_95,0.14871795,45.65641,305.42563,0.0,307.0,,48.58705,323.35516,45.65641,48.58705139160156,-6.418904577914823,1.5743699999999876,16.35516357421875,-938.8386195251991
0,18,MRI_MSR_100,0.0051282058,1.5743592,307.0,-307.0,0.0,325.0306396484375,1.6754158,325.03058,308.5743592,308.67541575431824,-0.03274949823447087,307.0,325.03057861328125,-5.873152642762622
1,1,MRI_MSR_104,0.0051282058,1.2051283,2.4102566,26.0,26.0,,1.6754158,1.6754158,24.7948717,24.324584245681763,1.8967125944766996,23.5897434,24.324584245681763,-3.1150862187070802
1,2,MRI_FRR_2,0.07692308,18.076923,20.48718,5.0,31.0,,25.131233,26.806648,13.076923,20.13123321533203,-53.94472549339038,10.512820000000001,4.193351745605469,60.11201803507081
1,3,MRI_FRR_257,0.025641026,6.025641,26.512821,7.0,38.0,,8.377078,35.183727,0.9743589999999998,1.3770780563354492,-41.331691536225314,11.487179000000001,2.816272735595703,75.48333898517902
1,4,MRI_FRR_264,0.056410257,13.256411,39.769234,17.0,55.0,,18.429571,53.613297,3.743589,1.4295711517333984,61.812817813777144,15.230766000000003,1.3867034912109375,90.89537918702882
1,5,MRI_FRR_264,0.0871795,20.487183,60.256416,32.0,87.0,,28.482067,82.09537,11.512816999999998,3.517932891845703,69.44333526846033,26.743584,4.904632568359375,81.66052624674623
1,6,MRI_CCS_11,0.14871795,34.94872,95.20514,6.0,93.0,,48.58705,130.68242,28.94872,42.58705139160156,-47.112036012651195,2.20514,37.68241882324219,-1608.844736535648
1,7,MRI_CCS_11,0.0051282058,1.2051283,96.41027,65.0,158.0,,1.6754158,132.35783,63.7948717,63.32458424568176,0.7371869270774611,61.58973,25.642166137695312,58.366165694028346
1,8,MRI_FRR_257,0.12820514,30.128206,126.538475,2.0,160.0,,41.88539,174.24323,28.128206,39.88539123535156,-41.79856061688244,33.461524999999995,14.24322509765625,57.434022813795096
1,9,MRI_FRR_264,0.0051282058,1.2051283,127.74361,10.0,170.0,,1.6754158,175.91864,8.7948717,8.324584245681763,5.3472918123210045,42.256389999999996,5.91864013671875,85.99350267091262
1,10,MRI_FRR_264,0.06666667,15.666668,143.41028,2.0,172.0,,21.780403,197.69904,13.666668,19.78040313720703,-44.734642981061896,28.58972,25.69903564453125,10.110922231727871
1,11,MRI_FRR_257,0.0051282058,1.2051283,144.6154,7.0,179.0,,1.6754158,199.37445,5.7948717,5.324584245681763,8.115580096764475,34.384600000000006,20.37445068359375,40.745418927096004
1,12,MRI_FRR_264,0.056410257,13.256411,157.87181,3.0,182.0,,18.429571,217.80402,10.256411,15.429571151733398,-50.438307822623315,24.12818999999999,35.80401611328125,-48.39080806840988
1,13,MRI_FRR_3,0.046153847,10.846154,168.71797,28.0,210.0,,15.078741,232.88275,17.153846,12.921258926391602,24.674274641432596,41.28202999999999,22.88275146484375,44.569703900598505
1,14,MRI_MPT_1005,0.07692308,18.076923,186.79489,9.0,219.0,,25.131233,258.01398,9.076923,16.13123321533203,-77.71697760719167,32.20510999999999,39.01397705078125,-21.142194672774792
1,15,MRI_FRR_257,0.035897437,8.435898,195.23079,2.0,221.0,,11.727909,269.74188,6.435898,9.727909088134766,-51.150765411987045,25.769209999999987,48.74188232421875,-89.14775549665191
1,16,MRI_FRR_264,0.015384616,3.6153848,198.84618,14.0,235.0,,5.026247,274.76813,10.384615199999999,8.973752975463867,13.586080922248634,36.153819999999996,39.76812744140625,-9.997027814505506
1,17,MRI_EXU_95,0.14871795,34.94872,233.79489,0.0,235.0,,48.58705,323.35516,34.94872,48.58705139160156,-39.02383661433541,1.2051099999999906,88.35516357421875,-7231.709435173507
1,18,MRI_MSR_100,0.0051282058,1.2051283,235.00002,-235.0,0.0,325.0306396484375,1.6754158,325.03058,236.2051283,236.67541575431824,-0.19910128865657856,235.00002,325.03057861328125,-38.310872745151784
2,1,MRI_MSR_104,0.0024213076,0.8958838,1.7917676,21.0,21.0,,0.8072095,0.8072095,20.1041162,20.192790508270264,-0.4410753866925206,19.2082324,20.192790508270264,-5.125709059362816
2,2,MRI_FRR_2,0.036319613,13.438257,15.230024,23.0,44.0,,12.108142,12.915352,9.561743,10.891858100891113,-13.910801627811095,28.769976,31.08464813232422,-8.045443389748462
2,3,MRI_FRR_257,0.012106538,4.4794188,19.709442,7.0,51.0,,4.0360475,16.951399,2.5205811999999996,2.9639525413513184,-17.59004396887983,31.290558,34.048601150512695,-8.814298391587311
2,4,MRI_FRR_264,0.026634384,9.854722,29.564163,21.0,72.0,,8.879304,25.830704,11.145278,12.120696067810059,-8.751850494981456,42.435837,46.16929626464844,-8.797892367831553
2,5,MRI_FRR_264,0.04116223,15.230025,44.79419,77.0,149.0,,13.722561,39.553265,61.769975,63.27743911743164,-2.4404479966709367,104.20581,109.44673538208008,-5.0293984395688485
2,6,MRI_CCS_11,0.070217915,25.980629,70.77482,14.0,163.0,,23.409075,62.96234,11.980629,9.409074783325195,21.464267165562052,92.22518,100.03765869140625,-8.471090749192635
2,7,MRI_CCS_11,0.0024213076,0.8958838,71.6707,75.0,238.0,,0.8072095,63.76955,74.10411619999999,74.19279050827026,-0.11966178509024683,166.3293,174.23044967651367,-4.750305374046355
2,8,MRI_FRR_264,0.24455208,90.48427,162.15497,12.0,250.0,,81.52816,145.29771,78.48427,69.52816009521484,11.411343833337753,87.84503000000001,104.70228576660156,-19.18976607623852
2,9,MRI_FRR_257,0.0024213076,0.8958838,163.05086,7.0,257.0,,0.8072095,146.10492,6.1041162,6.192790508270264,-1.4526969239259189,93.94914,110.89508056640625,-18.037355707999296
2,10,MRI_FRR_264,0.046004843,17.021791,180.07265,4.0,261.0,,15.336981,161.4419,13.021791,11.336980819702148,12.938390581586296,80.92734999999999,99.55810546875,-23.021581046148196
2,11,MRI_FRR_3,0.036319613,13.438257,193.51091,85.0,346.0,,12.108142,173.55003,71.561743,72.89185810089111,-1.858695785108401,152.48909,172.44996643066406,-13.090035772830735
2,12,MRI_MPT_1005,0.27845037,103.026634,296.53754,8.0,354.0,,92.82909,266.37912,95.026634,84.82908630371094,10.731252141677526,57.46246000000002,87.62088012695312,-52.48369131247269
2,13,MRI_FRR_257,0.14769976,54.64891,351.18646,2.0,356.0,,49.23978,315.6189,52.64891,47.23978042602539,10.273963077250052,4.813539999999989,40.381103515625,-738.906574280573
2,14,MRI_FRR_264,0.0024213076,0.8958838,352.08234,14.0,370.0,,0.8072095,316.42612,13.1041162,13.192790508270264,-0.6766904911165522,17.917660000000012,53.573883056640625,-199.00044457055546
2,15,MRI_EXU_95,0.046004843,17.021791,369.10413,0.0,370.0,,15.336981,331.7631,17.021791,15.336980819702148,9.897960680505664,0.8958700000000022,38.236907958984375,-4168.131309116756
2,16,MRI_MSR_100,0.0024213076,0.8958838,370.0,-370.0,0.0,332.5703125,0.8072095,332.5703,370.8958838,370.80720949172974,0.02390814030118993,370.0,332.5703125,10.116131756756756
3,1,MRI_MSR_104,0.0017543861,0.43508777,0.87017554,7.0,7.0,,0.9155093,0.9155093,6.56491223,6.084490716457367,7.318018835761847,6.12982446,6.084490716457367,0.7395602245783248
3,2,MRI_FRR_2,0.02631579,6.5263157,7.396491,6.0,13.0,,13.732638,14.648148,0.5263156999999996,7.732638359069824,-1369.2015379875293,5.603509,1.6481475830078125,70.58722341647328
3,3,MRI_FRR_257,0.00877193,2.1754386,9.57193,7.0,20.0,,4.577546,19.225693,4.8245614,2.4224538803100586,49.78913771705634,10.42807,0.7743072509765625,92.57477892863625
3,4,MRI_FRR_264,0.019298246,4.785965,14.357895,11.0,31.0,,10.070602,29.296295,6.214035,0.9293975830078125,85.04357341070958,16.642105,1.703704833984375,89.76268426389346
3,5,MRI_FRR_264,0.029824564,7.396492,21.754387,71.0,102.0,,15.563659,44.859955,63.603508,55.436341285705566,12.840748837775475,80.24561299999999,57.140045166015625,28.793558887741778
3,6,MRI_FRR_257,0.80526316,199.70526,221.45966,1.0,103.0,,420.21875,465.0787,198.70526,419.21875,-110.9751649251761,118.45966000000001,362.0787048339844,-205.65570155611144
3,7,MRI_FRR_264,0.0017543861,0.43508777,221.89474,8.0,111.0,,0.9155093,465.9942,7.56491223,7.084490716457367,6.350655485961046,110.89474000000001,354.99420166015625,-220.1181603925995
3,8,MRI_FRR_264,0.0017543861,0.43508777,222.32983,34.0,145.0,,0.9155093,466.9097,33.56491223,33.08449071645737,1.4313206310524307,77.32982999999999,321.9096984863281,-316.2813994112339
3,9,MRI_FRR_257,0.0017543861,0.43508777,222.76492,8.0,153.0,,0.9155093,467.8252,7.56491223,7.084490716457367,6.350655485961046,69.76491999999999,314.8251953125,-351.2657583675292
3,10,MRI_FRR_264,0.0017543861,0.43508777,223.20001,4.0,157.0,,0.9155093,468.7407,3.56491223,3.084490716457367,13.476391073522533,66.20000999999999,311.7406921386719,-370.9073188035348
3,11,MRI_FRR_3,0.015789473,3.9157894,227.1158,38.0,195.0,,8.239583,476.9803,34.0842106,29.760416984558105,12.685620524366476,32.11580000000001,281.98028564453125,-778.0110900071965
3,12,MRI_MPT_1005,0.029824564,7.396492,234.5123,37.0,232.0,,15.563659,492.54395,29.603507999999998,21.436341285705566,27.588509828951462,2.5123000000000104,260.5439453125,-10270.733802193168
3,13,MRI_FRR_257,0.0017543861,0.43508777,234.94739,3.0,235.0,,0.9155093,493.45944,2.56491223,2.084490716457367,18.730524496061726,0.05260999999998717,258.4594421386719,-491174.3625522428
3,14,MRI_FRR_264,0.005263158,1.3052632,236.25266,13.0,248.0,,2.746528,496.20596,11.6947368,10.253472089767456,12.324045721426954,11.747340000000008,248.20596313476562,-2012.8694933045733
3,15,MRI_MSR_100,0.047368422,11.747369,248.00003,-248.0,0.0,520.9247436523438,24.71875,520.9247,259.747369,272.71875,-4.993845000216348,248.00003,520.9246826171875,-110.05024983956149
4,1,MRI_MSR_104,0.0030674848,0.96012276,1.9202455,20.0,20.0,,1.0540088,1.0540088,19.03987724,18.945991158485413,0.49310234688564913,18.0797545,18.945991158485413,-4.7911970181089165
4,2,MRI_FRR_2,0.046012267,14.401839,16.322084,6.0,26.0,,15.810131,16.86414,8.401839,9.810131072998047,-16.761712203697858,9.677916,9.135860443115234,5.600953313551858
4,3,MRI_FRR_257,0.0153374225,4.8006134,21.122698,8.0,34.0,,5.270044,22.134184,3.1993866000000004,2.7299561500549316,14.67251409832962,12.877302,11.865816116333008,7.854796631056664
4,4,MRI_FRR_264,0.03374233,10.56135,31.684048,15.0,49.0,,11.594097,33.72828,4.438650000000001,3.405902862548828,23.267145133118685,17.315952,15.271720886230469,11.805479212286627
4,5,MRI_FRR_264,0.05214724,16.322086,48.006134,18.0,67.0,,17.91815,51.64643,1.6779140000000012,0.08185005187988281,95.12191614827204,18.993865999999997,15.353569030761719,19.165645210081397
4,6,MRI_CCS_11,0.08895705,27.843555,75.849686,75.0,142.0,,30.566252,82.212685,47.156445000000005,44.43374824523926,5.773753205443597,66.150314,59.787315368652344,9.618999890684798
4,7,MRI_FRR_257,0.07668712,24.003069,99.85275,1.0,143.0,,26.350222,108.562904,23.003069,25.350221633911133,-10.203649929977313,43.14725,34.437095642089844,20.187044036201975
4,8,MRI_FRR_264,0.009202454,2.8803682,102.73312,10.0,153.0,,3.1620264,111.72493,7.1196318000000005,6.837973594665527,3.9560782530140552,50.26688,41.27507019042969,17.888139883697402
4,9,MRI_FRR_264,0.09509202,29.763803,132.49693,61.0,214.0,,32.67427,144.3992,31.236197,28.325729370117188,9.317611967560625,81.50307000000001,69.60079956054688,14.60346271551873
4,10,MRI_CCS_11,0.0153374225,4.8006134,137.29755,41.0,255.0,,5.270044,149.66925,36.1993866,35.72995615005493,1.2967911725472865,117.70245,105.33074951171875,10.510996575076602
4,11,MRI_FRR_257,0.36503068,114.2546,251.55215,8.0,263.0,,125.42704,275.09628,106.2546,117.42704010009766,-10.514782513037234,11.447849999999988,12.096282958984375,-5.664233537165384
4,12,MRI_FRR_3,0.046012267,14.401839,265.95398,0.0,263.0,,15.810131,290.9064,14.401839,15.810131072998047,-9.778557259236448,2.9539800000000014,27.906402587890625,-844.7051973232931
4,13,MRI_FRR_264,0.0030674848,0.96012276,266.9141,11.0,274.0,,1.0540088,291.96042,10.03987724,9.945991158485413,0.9351317677524368,7.085899999999981,17.960418701171875,-153.46700773609453
4,14,MRI_MPT_1005,0.05214724,16.322086,283.23618,23.0,297.0,,17.91815,309.87857,6.677914000000001,5.081850051879883,23.90063645803342,13.76382000000001,12.878570556640625,6.431713313305347
4,15,MRI_FRR_257,0.021472393,6.720859,289.95703,1.0,298.0,,7.378062,317.25662,5.720859,6.378061771392822,-11.487833757007861,8.042970000000025,19.256622314453125,-139.42178466975588
4,16,MRI_FRR_264,0.0030674848,0.96012276,290.91714,15.0,313.0,,1.0540088,318.31064,14.03987724,13.945991158485413,0.6687101312189717,22.082859999999982,5.310638427734375,75.95131052891529
4,17,MRI_MSR_100,0.07055215,22.082823,312.99997,-313.0,0.0,342.5528564453125,24.242205,342.55286,335.082823,337.2422046661377,-0.6444322173260657,312.99997,342.5528564453125,-9.441817660657437
5,1,MRI_MSR_104,0.0040322584,2.7056453,5.4112906,42.0,42.0,,1.491502,1.491502,39.2943547,40.50849795341492,-3.089866884656888,36.5887094,40.50849795341492,-10.71310963872073
5,2,MRI_FRR_2,0.06048387,40.584675,45.995964,5.0,47.0,,22.37253,23.864033,35.584675,17.372529983520508,51.17974244946593,1.0040359999999993,23.135967254638672,-2204.2965844490327
5,3,MRI_FRR_257,0.02016129,13.528225,59.52419,9.0,56.0,,7.45751,31.321543,4.528225000000001,1.542490005493164,65.93610066873524,3.5241899999999973,24.678457260131836,-600.2589888777806
5,4,MRI_FRR_264,0.044354837,29.762096,89.286285,8.0,64.0,,16.40652,47.728065,21.762096,8.40652084350586,61.37081261149726,25.286285000000007,16.271934509277344,35.6491690682228
5,5,MRI_CCS_11,0.02016129,13.528225,102.814514,1.0,65.0,,7.45751,55.185577,12.528225,6.457509994506836,48.45630570566193,37.814514,9.814422607421875,74.0458845843639
5,6,MRI_CCS_11,0.0040322584,2.7056453,105.52016,9.0,74.0,,1.491502,56.67708,6.2943546999999995,7.508497953414917,-19.28939996684517,31.520160000000004,17.322921752929688,45.041770876386146
5,7,MRI_FRR_264,0.012096775,8.116936,113.63709,117.0,191.0,,4.4745064,61.151585,108.883064,112.52549362182617,-3.3452673795312804,77.36291,129.84841537475586,-67.84324086924323
5,8,MRI_FRR_264,0.02016129,13.528225,127.16531,0.0,191.0,,7.45751,68.60909,13.528225,7.457509994506836,44.87443848319469,63.834689999999995,122.39090728759766,-91.73102789031742
5,9,MRI_CCS_11,0.2782258,186.68951,313.85483,12.0,203.0,,102.913635,171.52274,174.68951,90.91363525390625,47.957015132788314,110.85482999999999,31.477264404296875,71.6049680430732
5,10,MRI_CCS_11,0.0040322584,2.7056453,316.5605,3.0,206.0,,1.491502,173.01424,0.29435469999999997,1.508497953414917,-412.4762585462087,110.56049999999999,32.98576354980469,70.1649652906737
5,11,MRI_CCS_11,0.0040322584,2.7056453,319.26614,64.0,270.0,,1.491502,174.50574,61.2943547,62.50849795341492,-1.980840257406148,49.26614000000001,95.4942626953125,-93.83345781770703
5,12,MRI_CCS_11,0.0040322584,2.7056453,321.9718,2.0,272.0,,1.491502,175.99724,0.7056453,0.508497953414917,27.938589909843238,49.97179999999997,96.00276184082031,-92.11387590765264
5,13,MRI_CCS_11,0.0040322584,2.7056453,324.67746,1.0,273.0,,1.491502,177.48874,1.7056453,0.491502046585083,71.18380670441368,51.677459999999996,95.51126098632812,-84.82189524471237
5,14,MRI_CCS_11,0.0040322584,2.7056453,327.38312,326.0,599.0,,1.491502,178.98024,323.2943547,324.5084979534149,-0.3755534966088697,271.61688,420.01976013183594,-54.636839997512666
