sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
10.0,0.0,0.36506491768170257,9,9
0.0,40.0,0.36506491768170257,9,9
4.0,45.0,0.36568063177620136,9,9
5.0,52.0,0.36568063177620136,9,9
5.0,68.0,0.36568063177620136,9,9
1.0,77.0,0.36568063177620136,9,9
1.0,83.0,0.36568063177620136,9,9
4.0,213.0,0.9983937893186989,9,9
5.0,214.0,0.9983937893186989,9,9
5.0,224.0,0.9983937893186989,9,9
4.0,226.0,0.9980993173604604,9,9
5.0,233.00000000000003,0.9980993173604604,9,9
6.0,235.00000000000003,0.9980993173604604,9,9
12.0,281.0,0.9980993173604604,9,9
8.0,281.0,0.9980993173604604,9,9
4.0,292.0,0.36509168785972423,9,9
5.0,293.0,0.36509168785972423,9,9
2.0,307.0,0.36509168785972423,9,9
9.0,307.0,0.36509168785972423,9,9
10.0,0.0,0.36509168785972423,9,9
0.0,26.0,0.36509168785972423,9,9
4.0,31.000000000000004,0.3356980323919154,9,9
5.0,38.0,0.3356980323919154,9,9
5.0,55.0,0.3356980323919154,9,9
1.0,87.0,0.3356980323919154,9,9
1.0,93.0,0.3356980323919154,9,9
4.0,158.0,0.9981528577165037,9,9
5.0,160.0,0.9981528577165037,9,9
5.0,170.0,0.9981528577165037,9,9
4.0,172.0,0.9980993173604604,9,9
5.0,179.0,0.9980993173604604,9,9
6.0,182.0,0.9980993173604604,9,9
12.0,210.0,0.9980993173604604,9,9
8.0,210.0,0.9980993173604604,9,9
4.0,219.0,0.36509168785972423,9,9
5.0,221.0,0.36509168785972423,9,9
2.0,235.00000000000003,0.36509168785972423,9,9
9.0,235.00000000000003,0.36509168785972423,9,9
10.0,0.0,0.36509168785972423,9,9
0.0,21.0,0.36509168785972423,9,9
4.0,44.0,0.37095435684647304,9,9
5.0,51.0,0.37095435684647304,9,9
5.0,72.0,0.37095435684647304,9,9
1.0,149.0,0.37095435684647304,9,9
1.0,163.0,0.37095435684647304,9,9
5.0,238.00000000000003,0.37095435684647304,9,9
4.0,250.00000000000003,0.9981260875384821,9,9
5.0,257.0,0.9981260875384821,9,9
6.0,261.0,0.9981260875384821,9,9
12.0,345.0,0.9981260875384821,9,9
8.0,346.0,0.9981260875384821,9,9
4.0,354.0,0.36514522821576767,9,9
5.0,356.0,0.36514522821576767,9,9
2.0,370.0,0.36514522821576767,9,9
9.0,370.0,0.36514522821576767,9,9
10.0,0.0,0.36514522821576767,9,9
0.0,7.0,0.36514522821576767,9,9
4.0,13.0,0.3972962120198099,9,9
5.0,20.0,0.3972962120198099,9,9
5.0,31.000000000000004,0.3972962120198099,9,9
4.0,102.0,0.999063043769241,9,9
5.0,103.0,0.999063043769241,9,9
5.0,111.0,0.999063043769241,9,9
4.0,145.0,0.997965466470352,9,9
5.0,153.0,0.997965466470352,9,9
6.0,157.0,0.997965466470352,9,9
12.0,195.0,0.997965466470352,9,9
8.0,195.0,0.997965466470352,9,9
4.0,232.00000000000003,0.36509168785972423,9,9
5.0,235.00000000000003,0.36509168785972423,9,9
9.0,248.00000000000003,0.36509168785972423,9,9
10.0,0.0,0.36509168785972423,9,1
0.0,20.0,0.36509168785972423,9,1
4.0,26.0,0.3679025565520011,9,1
5.0,34.0,0.3679025565520011,9,1
5.0,49.0,0.3679025565520011,9,1
1.0,67.0,0.3679025565520011,9,1
4.0,142.0,0.9982063980725471,9,1
5.0,143.0,0.9982063980725471,9,1
5.0,153.0,0.9982063980725471,9,1
1.0,214.0,0.9982063980725471,9,1
4.0,255.00000000000003,0.997965466470352,9,1
6.0,263.0,0.997965466470352,9,1
5.0,263.0,0.997965466470352,9,1
12.0,274.0,0.997965466470352,9,1
8.0,274.0,0.997965466470352,9,1
4.0,297.0,0.2403426582786775,9,1
5.0,298.0,0.2403426582786775,9,1
9.0,313.0,0.2403426582786775,9,1
10.0,0.0,0.2403426582786775,1,10
0.0,42.0,0.2403426582786775,1,10
4.0,47.0,0.18578503547048586,1,10
5.0,56.0,0.18578503547048586,1,10
1.0,64.0,0.18578503547048586,1,10
1.0,65.0,0.18578503547048586,1,10
5.0,74.0,0.18578503547048586,1,10
5.0,191.0,0.18578503547048586,1,10
1.0,191.0,0.18578503547048586,1,10
1.0,203.0,0.18578503547048586,1,10
1.0,206.0,0.18578503547048586,1,10
1.0,270.0,0.18578503547048586,1,10
1.0,272.0,0.18578503547048586,1,10
1.0,273.0,0.18578503547048586,1,10
1.0,599.0,0.18578503547048586,1,10
1.0,601.0,0.18578503547048586,1,10
1.0,612.0,0.18578503547048586,1,10
4.0,634.0,0.9992236648373711,1,10
5.0,644.0,0.9992236648373711,1,10
12.0,646.0,0.9992236648373711,1,10
8.0,647.0,0.9992236648373711,1,10
6.0,650.0,0.9992236648373711,1,10
4.0,654.0,0.08403158881006556,1,10
5.0,656.0,0.08403158881006556,1,10
2.0,671.0,0.08403158881006556,1,10
9.0,671.0,0.08403158881006556,1,10
10.0,0.0,0.08403158881006556,10,8
0.0,82.0,0.08403158881006556,10,8
4.0,87.0,0.20829875518672203,10,8
5.0,96.0,0.20829875518672203,10,8
1.0,107.0,0.20829875518672203,10,8
5.0,129.0,0.20829875518672203,10,8
4.0,172.0,0.9982599384285905,10,8
5.0,173.0,0.9982599384285905,10,8
5.0,184.0,0.9982599384285905,10,8
5.0,185.0,0.9982599384285905,10,8
1.0,248.00000000000003,0.9982599384285905,10,8
1.0,252.00000000000003,0.9982599384285905,10,8
4.0,278.0,0.9979922366483737,10,8
5.0,288.0,0.9979922366483737,10,8
6.0,290.0,0.9979922366483737,10,8
12.0,303.0,0.9979922366483737,10,8
8.0,304.0,0.9979922366483737,10,8
4.0,310.0,0.08403158881006556,10,8
5.0,312.0,0.08403158881006556,10,8
9.0,325.0,0.08403158881006556,10,8
10.0,0.0,0.08403158881006556,8,10
0.0,6.0,0.08403158881006556,8,10
4.0,11.0,0.08031053406505151,8,10
5.0,21.0,0.08031053406505151,8,10
1.0,29.000000000000004,0.08031053406505151,8,10
1.0,30.000000000000004,0.08031053406505151,8,10
5.0,43.0,0.08031053406505151,8,10
5.0,130.0,0.08031053406505151,8,10
1.0,167.0,0.08031053406505151,8,10
1.0,169.0,0.08031053406505151,8,10
1.0,180.0,0.08031053406505151,8,10
1.0,181.0,0.08031053406505151,8,10
12.0,244.00000000000003,0.08031053406505151,8,10
8.0,244.00000000000003,0.08031053406505151,8,10
4.0,260.0,0.9980993173604604,8,10
5.0,270.0,0.9980993173604604,8,10
6.0,279.0,0.9980993173604604,8,10
9.0,294.0,0.9980993173604604,8,10
10.0,0.0,0.9980993173604604,10,10
0.0,29.000000000000004,0.9980993173604604,10,10
4.0,38.0,0.2180163298085932,10,10
5.0,47.0,0.2180163298085932,10,10
5.0,51.0,0.2180163298085932,10,10
5.0,60.00000000000001,0.2180163298085932,10,10
1.0,60.00000000000001,0.2180163298085932,10,10
1.0,70.0,0.2180163298085932,10,10
1.0,92.0,0.2180163298085932,10,10
1.0,93.0,0.2180163298085932,10,10
4.0,107.0,0.9981796278945254,10,10
5.0,109.0,0.9981796278945254,10,10
12.0,119.0,0.9981796278945254,10,10
5.0,119.0,0.9981796278945254,10,10
8.0,120.0,0.9981796278945254,10,10
0.0,131.0,0.9981796278945254,10,10
1.0,148.0,0.9981796278945254,10,10
4.0,155.0,0.997965466470352,10,10
5.0,162.0,0.997965466470352,10,10
0.0,164.0,0.997965466470352,10,10
6.0,165.0,0.997965466470352,10,10
2.0,175.0,0.997965466470352,10,10
9.0,175.0,0.997965466470352,10,10
10.0,0.0,0.997965466470352,10,10
0.0,3.0,0.997965466470352,10,10
4.0,11.0,0.39191540623745147,10,10
5.0,18.0,0.39191540623745147,10,10
1.0,22.0,0.39191540623745147,10,10
5.0,30.000000000000004,0.39191540623745147,10,10
5.0,38.0,0.39191540623745147,10,10
1.0,47.0,0.39191540623745147,10,10
1.0,48.0,0.39191540623745147,10,10
5.0,83.0,0.39191540623745147,10,10
1.0,105.0,0.39191540623745147,10,10
4.0,115.0,0.9980725471824387,10,10
12.0,120.0,0.9980725471824387,10,10
5.0,120.0,0.9980725471824387,10,10
8.0,121.0,0.9980725471824387,10,10
4.0,122.0,0.593816088876991,10,10
5.0,123.0,0.593816088876991,10,10
7.0,124.0,0.593816088876991,10,10
4.0,124.0,0.5807522420024093,10,10
5.0,130.0,0.5807522420024093,10,10
6.0,132.0,0.5807522420024093,10,10
2.0,158.0,0.5807522420024093,10,10
9.0,158.0,0.5807522420024093,10,10
10.0,0.0,0.5807522420024093,10,1
0.0,5.0,0.5807522420024093,10,1
4.0,9.0,0.1589880872707804,10,1
5.0,18.0,0.1589880872707804,10,1
1.0,25.0,0.1589880872707804,10,1
1.0,26.0,0.1589880872707804,10,1
5.0,43.0,0.1589880872707804,10,1
5.0,92.0,0.1589880872707804,10,1
4.0,93.0,0.9981528577165037,10,1
1.0,93.0,0.9981528577165037,10,1
5.0,94.0,0.9981528577165037,10,1
1.0,95.0,0.9981528577165037,10,1
1.0,136.0,0.9981528577165037,10,1
4.0,188.0,0.9979119261143086,10,1
5.0,190.0,0.9979119261143086,10,1
4.0,196.0,0.9929862133583187,10,1
12.0,200.0,0.9929862133583187,10,1
5.0,200.0,0.9929862133583187,10,1
4.0,201.0,0.6959710882077366,10,1
8.0,201.0,0.6959710882077366,10,1
5.0,203.0,0.6959710882077366,10,1
7.0,203.0,0.6959710882077366,10,1
4.0,204.0,0.6895194753045107,10,1
5.0,209.0,0.6895194753045107,10,1
6.0,226.0,0.6895194753045107,10,1
4.0,259.0,0.27249364208271987,10,1
5.0,259.0,0.27249364208271987,10,1
9.0,274.0,0.27249364208271987,10,1
10.0,0.0,0.27249364208271987,1,1
0.0,51.0,0.27249364208271987,1,1
4.0,56.0,0.20942310266363273,1,1
5.0,65.0,0.20942310266363273,1,1
1.0,128.0,0.20942310266363273,1,1
1.0,130.0,0.20942310266363273,1,1
5.0,145.0,0.20942310266363273,1,1
5.0,149.0,0.20942310266363273,1,1
5.0,156.0,0.20942310266363273,1,1
5.0,193.0,0.20942310266363273,1,1
4.0,194.0,0.9983670191406773,1,1
5.0,194.0,0.9983670191406773,1,1
1.0,333.0,0.9983670191406773,1,1
1.0,335.0,0.9983670191406773,1,1
12.0,389.0,0.9983670191406773,1,1
4.0,390.0,0.9977780752242001,1,1
8.0,390.0,0.9977780752242001,1,1
5.0,394.0,0.9977780752242001,1,1
7.0,396.0,0.9977780752242001,1,1
4.0,397.0,0.6216838441975638,1,1
5.0,402.0,0.6216838441975638,1,1
6.0,407.0,0.6216838441975638,1,1
4.0,414.0,0.20447061972962122,1,1
5.0,415.0,0.20447061972962122,1,1
12.0,431.0,0.20447061972962122,1,1
9.0,431.0,0.20447061972962122,1,1
10.0,0.0,0.20447061972962122,1,1
0.0,6.0,0.20447061972962122,1,1
4.0,12.0,0.05726141078838176,1,1
5.0,22.0,0.05726141078838176,1,1
1.0,36.0,0.05726141078838176,1,1
5.0,54.0,0.05726141078838176,1,1
5.0,91.0,0.05726141078838176,1,1
4.0,91.0,0.9981796278945254,1,1
5.0,93.0,0.9981796278945254,1,1
1.0,96.0,0.9981796278945254,1,1
4.0,123.0,0.9980993173604604,1,1
5.0,132.0,0.9980993173604604,1,1
6.0,136.0,0.9980993173604604,1,1
