SN,Sequence,Step,SourceID,Predicted_Proportion,Predicted_Increment,Predicted_Cumulative,GroundTruth_Increment,GroundTruth_Cumulative,LSTM_Predicted_TotalTime,LSTM_Predicted_Increment,LSTM_Predicted_Cumulative,Increment_MAE_Transformer,Increment_MAE_LSTM,Increment_Improvement_Pct,Cumulative_MAE_Transformer,Cumulative_MAE_LSTM,Cumulative_Improvement_Pct
175974,1,11,MRI_FRR_264,0.053497944,14.337449,125.728386,23.0,176.0,,18.908354,164.35722,8.662551,4.091646194458008,52.76626718321188,50.271614,11.642776489257812,76.84025722894472
175974,1,12,MRI_FRR_257,0.028806586,7.720165,133.44855,7.0,183.0,,10.181422,174.53865,0.7201649999999997,3.181422233581543,-341.7629617631437,49.55144999999999,8.461349487304688,82.92411324531433
175974,1,13,MRI_FRR_264,0.02057613,5.514403,138.96295,2.0,185.0,,7.2724433,181.8111,3.514403,5.2724432945251465,-50.02386734034619,46.03705,3.18890380859375,93.07317951824945
175974,1,14,MRI_FRR_257,0.0041152267,1.1028807,140.06583,2.0,187.0,,1.454489,183.26558,0.8971193,0.54551100730896,39.19303627633917,46.93417,3.734420776367188,92.0432793924614
175974,1,15,MRI_FRR_264,0.012345679,3.308642,143.37447,10.0,197.0,,4.3634663,187.62904,6.691358,5.636533737182617,15.763978893632396,53.62553,9.370956420898438,82.52519570268409
175974,1,16,MRI_FRR_257,0.0041152267,1.1028807,144.47734,1.0,198.0,,1.454489,189.08353,0.1028807,0.45448899269104,-341.76312242338923,53.52266,8.916473388671875,83.34075064903
175974,1,17,MRI_FRR_264,0.012345679,3.308642,147.78598,4.0,202.0,,4.3634663,193.44699,0.6913580000000001,0.3634662628173828,47.42719939345712,54.214020000000005,8.553009033203125,84.22362143002286
175974,1,18,MRI_FRR_34,0.012345679,3.308642,151.09462,0.0,202.0,,4.3634663,197.81046,3.308642,4.363466262817383,-31.88088233230984,50.90538000000001,4.189544677734375,91.76993732738194
175974,1,19,MRI_FRR_257,0.0041152267,1.1028807,152.1975,6.0,208.0,,1.454489,199.26494,4.8971193,4.54551100730896,7.179900491520392,55.80250000000001,8.735061645507812,84.34646898345449
175974,1,20,MRI_FRR_264,0.06172839,16.54321,168.7407,30.0,238.0,,21.81733,221.08228,13.456790000000002,8.182670593261719,39.192997785789046,69.2593,16.917724609375,75.57335316791392
175974,1,21,MRI_MPT_1005,0.20987654,56.24691,224.98761,10.0,248.0,,74.178925,295.2612,46.24691,64.17892456054688,-38.77451393086992,23.01239000000001,47.26119995117188,-105.372844590118
175974,1,22,MRI_FRR_257,0.037037034,9.925925,234.91353,2.0,250.0,,13.090397,308.3516,7.925924999999999,11.090396881103516,-39.92558447251919,15.086469999999991,58.351593017578125,-286.7809568280596
175974,1,23,MRI_FRR_264,0.012345679,3.308642,238.22217,18.0,268.0,,4.3634663,312.71506,14.691358,13.636533737182615,7.179896254773614,29.777829999999994,44.71505737304688,-50.16224275928395
175974,1,24,MRI_MSR_100,0.11111111,29.777779,267.99994,-268.0,0.0,351.9862976074219,39.271194,351.98627,297.777779,307.2711944580078,-3.1880872675888297,267.99994,351.9862670898437,-31.33818876595412
175974,2,1,MRI_MSR_104,0.0029325515,1.5571848,3.1143696,95.0,95.0,,1.7353191,1.7353191,93.4428152,93.26468086242676,0.1906346006292418,91.8856304,93.26468086242676,-1.500833652033976
175974,2,2,MRI_FRR_257,0.06744868,35.81525,38.92962,12.0,107.0,,39.912334,41.64765,23.81525,27.912334442138672,-17.20361718704894,68.07038,65.35234832763672,3.992972673816837
175974,2,3,MRI_FRR_264,0.07917889,42.04399,80.97361,11.0,118.0,,46.853615,88.50127,31.04399,35.853614807128906,-15.492933759896538,37.026390000000006,29.49873352050781,20.330516908324554
175974,2,4,MRI_CCS_11,0.055718474,29.58651,110.56012,4.0,122.0,,32.97106,121.47233,25.58651,28.97106170654297,-13.227875574054329,11.439880000000002,0.5276718139648438,95.38743576012295
175974,2,5,MRI_FRR_264,0.04398827,23.35777,133.9179,114.0,236.0,,26.029785,147.5021,90.64223,87.97021484375,2.9478700559882496,102.0821,88.49789428710938,13.307137796822971
175974,2,6,MRI_CCS_11,0.008797654,4.671554,138.58945,49.0,285.0,,5.205957,152.70807,44.328446,43.79404306411743,1.2055530570202435,146.41055,132.29193115234375,9.643170418836792
175974,2,7,MRI_CCS_11,0.008797654,4.671554,143.261,12.0,297.0,,5.205957,157.91403,7.328446,6.794043064117432,7.292172663652948,153.739,139.08596801757812,9.531109206136296
175974,2,8,MRI_CCS_11,0.008797654,4.671554,147.93256,57.0,354.0,,5.205957,163.12,52.328446,51.79404306411743,1.0212474795880009,206.06744,190.8800048828125,7.370128496373568
175974,2,9,MRI_FRR_257,0.12023461,63.844578,211.77713,2.0,356.0,,71.14808,234.26807,61.844578,69.14807891845703,-11.809444181924942,144.22287,121.73193359375,15.59456999174264
175974,2,10,MRI_FRR_264,0.008797654,4.671554,216.44868,11.0,367.0,,5.205957,239.47403,6.328446,5.794043064117432,8.444457547438471,150.55132,127.52597045898438,15.294020365291802
175974,2,11,MRI_FRR_264,0.032258064,17.129032,233.57771,25.0,392.0,,19.088509,258.56253,7.870968000000001,5.911491394042969,24.8949888496184,158.42229,133.43746948242188,15.771025982251691
175974,2,12,MRI_FRR_257,0.014662757,7.785924,241.36363,7.0,399.0,,8.676595,267.23914,0.7859239999999996,1.6765947341918943,-113.32784521046504,157.63637,131.7608642578125,16.414680027323325
175974,2,13,MRI_FRR_264,0.008797654,4.671554,246.03519,2.0,401.0,,5.205957,272.4451,2.6715540000000004,3.2059569358825684,-20.003448774854174,154.96481,128.55490112304688,17.042520090176037
175974,2,14,MRI_FRR_257,0.0029325515,1.5571848,247.59238,2.0,403.0,,1.7353191,274.18042,0.4428152000000001,0.2646808624267578,40.22769262962117,155.40762,128.819580078125,17.108581884128338
175974,2,15,MRI_FRR_264,0.008797654,4.671554,252.26393,5.0,408.0,,5.205957,279.38638,0.3284459999999995,0.2059569358825683,37.29351677823185,155.73607,128.61361694335938,17.415652685110544
175974,2,16,MRI_FRR_34,0.008797654,4.671554,256.9355,0.0,408.0,,5.205957,284.59235,4.671554,5.205956935882568,-11.43951104670026,151.0645,123.40765380859376,18.307971887111968
175974,2,17,MRI_FRR_257,0.0029325515,1.5571848,258.49268,6.0,414.0,,1.7353191,286.32767,4.4428152,4.264680862426758,4.009492395120154,155.50732,127.67233276367188,17.89947073637956
175974,2,18,MRI_FRR_264,0.032258064,17.129032,275.6217,60.0,474.0,,19.088509,305.41617,42.870968000000005,40.91149139404297,4.570637653801136,198.3783,168.58383178710938,15.01901579602741
175974,2,19,MRI_MPT_1005,0.3255132,172.84752,448.46924,57.0,531.0,,192.6204,498.03656,115.84752,135.6204071044922,-17.068027959935772,82.53075999999999,32.96343994140625,60.05920708665926
175974,2,20,MRI_MSR_100,0.15542522,82.53079,531.0,-531.0,0.0,590.0084838867188,91.97191,590.0085,613.53079,622.9719085693359,-1.5388174030085615,531.0,590.0084838867188,-11.112708829890536
175974,3,1,MRI_MSR_104,0.0024509805,2.0392158,4.0784316,36.0,36.0,,1.9043828,1.9043828,33.9607842,34.095617175102234,-0.3970255053834558,31.9215684,34.095617175102234,-6.810595105666035
175974,3,2,MRI_FRR_257,0.05637255,46.901962,50.980392,11.0,47.0,,43.800804,45.70519,35.901962,32.800804138183594,8.637850660686466,3.980392000000002,1.2948112487792969,67.47025798516086
175974,3,3,MRI_FRR_264,0.066176474,55.058826,106.039215,18.0,65.0,,51.41834,97.12353,37.058826,33.418338775634766,9.823536299733934,41.039215,32.12352752685547,21.72480022618496
175974,3,4,MRI_FRR_264,0.007352941,6.117647,112.15686,5.0,70.0,,5.713148,102.83668,1.1176469999999998,0.7131481170654297,36.19200722004087,42.15686,32.83667755126953,22.10834120171774
175974,3,5,MRI_CCS_11,0.012254902,10.196078,122.352936,69.0,139.0,,9.521914,112.35859,58.803922,59.47808647155762,-1.146461747156282,16.647064,26.64141082763672,-60.03669372351015
175974,3,6,MRI_CCS_11,0.26225492,218.19609,340.549,23.0,162.0,,203.76897,316.12756,195.19609,180.7689666748047,7.39109237546475,178.54899999999998,154.1275634765625,13.677722375055296
175974,3,7,MRI_FRR_264,0.036764707,30.588236,371.13724,32.0,194.0,,28.565742,344.6933,1.4117640000000016,3.4342575073242188,-143.26002839881275,177.13724000000002,150.69329833984375,14.928504960422927
175974,3,8,MRI_FRR_264,0.007352941,6.117647,377.25488,318.0,512.0,,5.713148,350.40643,311.882353,312.28685188293457,-0.129695982810078,134.74512,161.59356689453125,-19.925357515382576
175974,3,9,MRI_FRR_257,0.007352941,6.117647,383.37253,1.0,513.0,,5.713148,356.11957,5.117647,4.71314811706543,7.90400125164104,129.62747000000002,156.88043212890625,-21.02406390320372
175974,3,10,MRI_FRR_264,0.012254902,10.196078,393.5686,9.0,522.0,,9.521914,365.64148,1.196078,0.5219135284423828,56.36459090106308,128.4314,156.3585205078125,-21.744776205672835
175974,3,11,MRI_FRR_264,0.026960785,22.431374,415.99997,1.0,523.0,,20.94821,386.5897,21.431374,19.94820976257324,6.920527995203478,107.00002999999998,136.41030883789062,-27.48623419814989
175974,3,12,MRI_FRR_264,0.026960785,22.431374,438.43134,31.0,554.0,,20.94821,407.5379,8.568625999999998,10.051790237426758,-17.309242315241207,115.56866000000002,146.46209716796875,-26.7316737668921
175974,3,13,MRI_FRR_257,0.0024509805,2.0392158,440.47055,3.0,557.0,,1.9043828,409.4423,0.9607842,1.095617175102234,-14.03363784523454,116.52945,147.55770874023438,-26.626967466365265
175974,3,14,MRI_FRR_264,0.012254902,10.196078,450.66663,0.0,557.0,,9.521914,418.9642,10.196078,9.521913528442385,6.611997981553468,106.33337,138.03579711914062,-29.814184502137596
175974,3,15,MRI_FRR_257,0.0024509805,2.0392158,452.70584,1.0,558.0,,1.9043828,420.8686,1.0392158,0.904382824897766,12.974492410742206,105.29415999999998,137.13140869140625,-30.23648100844936
175974,3,16,MRI_FRR_264,0.007352941,6.117647,458.8235,0.0,558.0,,5.713148,426.58173,6.117647,5.71314811706543,6.612001034622791,99.17649999999998,131.41827392578125,-32.509489572410075
175974,3,17,MRI_FRR_257,0.0024509805,2.0392158,460.8627,2.0,560.0,,1.9043828,428.4861,0.0392158,0.0956171751022338,-143.82308942373697,99.13729999999998,131.51388549804688,-32.65832890147997
175974,3,18,MRI_FRR_264,0.007352941,6.117647,466.98035,0.0,560.0,,5.713148,434.19925,6.117647,5.71314811706543,6.612001034622791,93.01965,125.80075073242188,-35.24104931852771
175974,3,19,MRI_FRR_257,0.0024509805,2.0392158,469.01956,1.0,561.0,,1.9043828,436.10364,1.0392158,0.904382824897766,12.974492410742206,91.98044,124.8963623046875,-35.78578478716509
175974,3,20,MRI_FRR_264,0.0024509805,2.0392158,471.05878,1.0,562.0,,1.9043828,438.00803,1.0392158,0.904382824897766,12.974492410742206,90.94122,123.99197387695312,-36.34298492691559
175974,3,21,MRI_FRR_34,0.007352941,6.117647,477.17642,1.0,563.0,,5.713148,443.72116,5.117647,4.71314811706543,7.90400125164104,85.82357999999999,119.27883911132812,-38.981430407969626
175974,3,22,MRI_FRR_257,0.0024509805,2.0392158,479.21564,6.0,569.0,,1.9043828,445.62555,3.9607842,4.095617175102234,-3.404198974087856,89.78435999999999,123.37445068359376,-37.41196204282545
175974,3,23,MRI_FRR_264,0.026960785,22.431374,501.647,10.0,579.0,,20.94821,466.57376,12.431374000000002,10.948209762573242,11.930815028385112,77.35300000000001,112.42623901367188,-45.34179542315342
175974,3,24,MRI_FRR_257,0.0024509805,2.0392158,503.68622,7.0,586.0,,1.9043828,468.47815,4.9607842,5.095617175102234,-2.7179770307733584,82.31378000000001,117.5218505859375,-42.77299692218908
175974,3,25,MRI_FRR_264,0.026960785,22.431374,526.1176,15.0,601.0,,20.94821,489.42636,7.431374000000002,5.948209762573242,19.958142833704223,74.88239999999996,111.57363891601562,-48.998481507023925
175974,3,26,MRI_CCS_11,0.017156864,14.27451,540.39215,15.0,616.0,,13.33068,502.75705,0.7254900000000006,1.6693201065063477,-130.09553632804673,75.60784999999998,113.24295043945312,-49.77671027473093
175974,3,27,MRI_FRR_257,0.0024509805,2.0392158,542.4314,4.0,620.0,,1.9043828,504.66144,1.9607842,2.095617175102234,-6.876482129049894,77.56859999999995,115.33856201171876,-48.69233428438676
175974,3,28,MRI_FRR_264,0.026960785,22.431374,564.8628,0.0,620.0,,20.94821,525.6096,22.431374,20.94820976257324,6.612007973415982,55.13720000000001,94.390380859375,-71.19182849215228
175974,3,29,MRI_FRR_257,0.0024509805,2.0392158,566.90204,1.0,621.0,,1.9043828,527.514,1.0392158,0.904382824897766,12.974492410742206,54.09795999999994,93.48602294921876,-72.8087767990121
175974,3,30,MRI_FRR_264,0.0024509805,2.0392158,568.9413,1.0,622.0,,1.9043828,529.41833,1.0392158,0.904382824897766,12.974492410742206,53.05870000000005,92.5816650390625,-74.48913192193254
175974,3,31,MRI_FRR_257,0.0024509805,2.0392158,570.9805,1.0,623.0,,1.9043828,531.3227,1.0392158,0.904382824897766,12.974492410742206,52.0195,91.67730712890624,-76.23642505004136
175974,3,32,MRI_FRR_264,0.0024509805,2.0392158,573.0198,0.0,623.0,,1.9043828,533.22705,2.0392158,1.904382824897766,6.612001294921013,49.98019999999997,89.77294921875,-79.61702678010504
175974,3,33,MRI_FRR_257,0.0024509805,2.0392158,575.059,3.0,626.0,,1.9043828,535.1314,0.9607842,1.095617175102234,-14.03363784523454,50.94100000000003,90.86859130859376,-78.38006970533303
175974,3,34,MRI_FRR_264,0.0024509805,2.0392158,577.09827,0.0,626.0,,1.9043828,537.03577,2.0392158,1.904382824897766,6.612001294921013,48.90173000000004,88.9642333984375,-81.92451146091851
175974,3,35,MRI_FRR_257,0.0024509805,2.0392158,579.1375,1.0,627.0,,1.9043828,538.9401,1.0392158,0.904382824897766,12.974492410742206,47.86249999999996,88.05987548828125,-83.98511462686098
175974,3,36,MRI_FRR_264,0.0024509805,2.0392158,581.17676,1.0,628.0,,1.9043828,540.8445,1.0392158,0.904382824897766,12.974492410742206,46.823240000000055,87.155517578125,-86.13730612859105
175974,3,37,MRI_FRR_257,0.0024509805,2.0392158,583.216,0.0,628.0,,1.9043828,542.74884,2.0392158,1.904382824897766,6.612001294921013,44.78399999999999,85.25115966796875,-90.36075309925144
175974,3,38,MRI_FRR_264,0.0024509805,2.0392158,585.25525,1.0,629.0,,1.9043828,544.6532,1.0392158,0.904382824897766,12.974492410742206,43.744749999999954,84.3468017578125,-92.81582763145884
175974,3,39,MRI_FRR_34,0.0024509805,2.0392158,587.2945,1.0,630.0,,1.9043828,546.55756,1.0392158,0.904382824897766,12.974492410742206,42.70550000000003,83.44244384765625,-95.3903919814923
175974,3,40,MRI_FRR_257,0.0024509805,2.0392158,589.33374,6.0,636.0,,1.9043828,548.4619,3.9607842,4.095617175102234,-3.404198974087856,46.666259999999966,87.5380859375,-87.58324737722728
175974,3,41,MRI_FRR_264,0.007352941,6.117647,595.4514,53.0,689.0,,5.713148,554.17505,46.882353,47.28685188293457,-0.8627956086900509,93.54859999999996,134.824951171875,-44.122895662655615
175974,3,42,MRI_MPT_1005,0.075980395,63.21569,658.6671,143.0,832.0,,59.035866,613.21094,79.78431,83.9641342163086,-5.238905013164354,173.3329,218.7890625,-26.224774696552128
175974,3,43,MRI_MSR_100,0.20833334,173.33334,832.0005,-832.0,0.0,775.0838012695312,161.87254,775.0835,1005.33334,993.8725433349608,1.1399996607134388,832.0005,775.08349609375,6.84098193525725
175974,4,1,MRI_MSR_104,0.0029239766,1.1783626,2.3567252,14.0,14.0,,1.6229221,1.6229221,12.8216374,12.37707793712616,3.467259672105845,11.6432748,12.37707793712616,-6.302377550396382
175974,4,2,MRI_FRR_257,0.06725146,27.102339,29.459064,8.0,22.0,,37.327206,38.950127,19.102339,29.327205657958984,-53.52677835923121,7.4590640000000015,16.95012664794922,-127.24200580594582
175974,4,3,MRI_FRR_264,0.078947365,31.815788,61.274853,7.0,29.0,,43.818893,82.76902,24.815788,36.81889343261719,-48.36882646086913,32.274853,53.769020080566406,-66.59725787307661
175974,4,4,MRI_CCS_11,0.055555552,22.388887,83.66374,2.0,31.0,,30.835516,113.60454,20.388887,28.83551597595215,-41.427611894421446,52.66374,82.60453796386719,-56.852775674244135
175974,4,5,MRI_FRR_264,0.043859646,17.675438,101.33918,10.0,41.0,,24.343828,137.94836,7.675438,14.343828201293944,-86.87960480293042,60.33918,96.9483642578125,-60.67232643501702
175974,4,6,MRI_FRR_264,0.043859646,17.675438,119.01462,2.0,43.0,,24.343828,162.29219,15.675438,22.343828201293945,-42.540375594569966,76.01462,119.2921905517578,-56.933219625064005
175974,4,7,MRI_FRR_264,0.049707603,20.032164,139.04678,101.0,144.0,,27.589676,189.88187,80.967836,73.41032409667969,9.333968000973025,4.953219999999988,45.881866455078125,-826.3038277136537
175974,4,8,MRI_CCS_11,0.049707603,20.032164,159.07895,27.0,171.0,,27.589676,217.47154,6.967835999999998,0.5896759033203125,91.53717304310388,11.921050000000008,46.47154235839844,-289.82759369685056
175974,4,9,MRI_FRR_264,0.00877193,3.5350878,162.61404,77.0,248.0,,4.8687663,222.3403,73.4649122,72.13123369216919,1.815395224593777,85.38596000000001,25.659698486328125,69.94857411414227
175974,4,10,MRI_CCS_11,0.061403506,24.745613,187.35965,4.0,252.0,,34.08136,256.42166,20.745613,30.08135986328125,-45.00106534948498,64.64035000000001,4.421661376953125,93.159595551458
175974,4,11,MRI_FRR_257,0.0029239766,1.1783626,188.53801,0.0,252.0,,1.6229221,258.0446,1.1783626,1.6229220628738403,-37.72688159602488,63.46198999999999,6.044586181640625,90.47526530189074
175974,4,12,MRI_CCS_11,0.0029239766,1.1783626,189.71637,0.0,252.0,,1.6229221,259.6675,1.1783626,1.6229220628738403,-37.72688159602488,62.28362999999999,7.667510986328125,87.68936398484139
175974,4,13,MRI_FRR_264,0.014619882,5.8918123,195.60818,13.0,265.0,,8.11461,267.78214,7.1081877,4.885390281677246,31.270944326959093,69.39182,2.782135009765625,95.99068736089409
175974,4,14,MRI_FRR_264,0.026315788,10.605263,206.21344,13.0,278.0,,14.606297,282.38843,2.3947369999999992,1.6062965393066406,32.92388519880717,71.78656000000001,4.388427734375,93.88683935492244
175974,4,15,MRI_FRR_257,0.0029239766,1.1783626,207.3918,7.0,285.0,,1.6229221,284.01135,5.8216374,5.37707793712616,7.636330336785326,77.60820000000001,0.9886474609375,98.72610437951468
175974,4,16,MRI_FRR_264,0.00877193,3.5350878,210.9269,4.0,289.0,,4.8687663,288.88013,0.4649122000000001,0.8687663078308105,-86.86674770651541,78.07310000000001,0.119873046875,99.8464605006398
175974,4,17,MRI_FRR_257,0.0029239766,1.1783626,212.10526,3.0,292.0,,1.6229221,290.50305,1.8216374,1.3770779371261597,24.404388209961013,79.89474000000001,1.4969482421875,98.12634944154334
175974,4,18,MRI_FRR_264,0.00877193,3.5350878,215.64035,0.0,292.0,,4.8687663,295.37183,3.5350878,4.8687663078308105,-37.72688496819826,76.35964999999999,3.371826171875,95.58428283540457
175974,4,19,MRI_FRR_257,0.0029239766,1.1783626,216.81871,1.0,293.0,,1.6229221,296.99475,0.1783626,0.6229220628738403,-249.2447760202196,76.18128999999999,3.9947509765625,94.75625711173636
175974,4,20,MRI_FRR_264,0.00877193,3.5350878,220.3538,4.0,297.0,,4.8687663,301.86353,0.4649122000000001,0.8687663078308105,-86.86674770651541,76.6462,4.863525390625,93.65457727764064
175974,4,21,MRI_FRR_257,0.0029239766,1.1783626,221.53217,1.0,298.0,,1.6229221,303.48645,0.1783626,0.6229220628738403,-249.2447760202196,76.46782999999999,5.4864501953125,92.82515249182238
175974,4,22,MRI_FRR_264,0.00877193,3.5350878,225.06726,0.0,298.0,,4.8687663,308.35522,3.5350878,4.8687663078308105,-37.72688496819826,72.93274,10.355224609375,85.80167890391202
175974,4,23,MRI_FRR_257,0.0029239766,1.1783626,226.24562,1.0,299.0,,1.6229221,309.97815,0.1783626,0.6229220628738403,-249.2447760202196,72.75438,10.9781494140625,84.91066872666292
175974,4,24,MRI_FRR_264,0.0029239766,1.1783626,227.42398,1.0,300.0,,1.6229221,311.60107,0.1783626,0.6229220628738403,-249.2447760202196,72.57602,11.60107421875,84.01527912559823
175974,4,25,MRI_FRR_34,0.014619882,5.8918123,233.3158,0.0,300.0,,8.11461,319.7157,5.8918123,8.114609718322754,-37.72688784268898,66.6842,19.7156982421875,70.43422843464045
175974,4,26,MRI_FRR_257,0.0029239766,1.1783626,234.49416,6.0,306.0,,1.6229221,321.33862,4.8216374,4.37707793712616,9.220093217168102,71.50584,15.338623046875,78.54913242488306
175974,4,27,MRI_FRR_264,0.020467836,8.248538,242.74269,64.0,370.0,,11.360455,332.69907,55.751462,52.63954544067383,5.581766733446695,127.25731,37.30093383789063,70.68857275240956
175974,4,28,MRI_MPT_1005,0.26608187,107.230995,349.9737,15.0,385.0,,147.6859,480.38495,92.230995,132.68589782714844,-43.86258960683276,35.02629999999999,95.38494873046876,-172.32379306540736
175974,4,29,MRI_FRR_257,0.026315788,10.605263,360.57895,1.0,386.0,,14.606297,494.99124,9.605263,13.60629653930664,-41.65459643641866,25.42104999999998,108.99124145507812,-328.74405838892653
175974,4,30,MRI_FRR_264,0.00877193,3.5350878,364.11404,17.0,403.0,,4.8687663,499.86002,13.4649122,12.13123369216919,9.904843700583587,38.88596000000001,96.86001586914062,-149.08737207244104
175974,4,31,MRI_MSR_100,0.096491225,38.885963,403.0,-403.0,0.0,553.4163818359375,53.556427,553.41644,441.885963,456.5564270019531,-3.319966061459418,403.0,553.4164428710938,-37.32417937247984
175974,5,1,MRI_MSR_104,0.002695418,1.6226416,3.2452831,39.0,39.0,,1.6835432,1.6835432,37.3773584,37.31645679473877,0.1629371573279213,35.7547169,37.31645679473877,-4.367926892294234
175974,5,2,MRI_FRR_257,0.061994612,37.320755,40.56604,10.0,49.0,,38.721493,40.405037,27.320755,28.721492767333984,-5.127009730638799,8.433959999999999,8.594963073730469,-1.9089855030195757
175974,5,3,MRI_FRR_264,0.07277628,43.81132,84.377365,1.0,50.0,,45.45566,85.8607,42.81132,44.45566177368164,-3.840904166658815,34.377365,35.86070251464844,-4.31486681614033
